ticker_symbol,day_date,close_value,volume,open_value,high_value,low_value,delta
GOOG,10/31/2017,1016.64,1331265,1015.22,1024,1010.42,0%
MSFT,10/31/2017,83.18,26949400,84.36,84.36,83.11,-1%
TSLA,10/31/2017,331.53,5650062,320.23,331.95,320.18,4%
AAPL,11/1/2017,166.89,33482970,169.87,169.94,165.61,-2%
AMZN,11/1/2017,1103.68,3743189,1105.4,1108.97,1096.74,0%
GOOGL,11/1/2017,1042.595,2132655,1036.315,1047.86,1034,1%
GOOG,11/1/2017,1025.5,1371619,1017.21,1029.67,1016.95,1%
MSFT,11/1/2017,83.18,22278730,83.68,83.76,82.88,-1%
TSLA,11/1/2017,321.08,8242487,332.25,332.6089,320.26,-3%
AAPL,11/2/2017,168.11,39668100,167.64,168.5,165.28,0%
AMZN,11/2/2017,1094.22,3683447,1097.81,1101.935,1086.8691,0%
GOOGL,11/2/2017,1042.97,1334054,1039.99,1045.52,1028.66,0%
GOOG,11/2/2017,1025.58,1048584,1021.76,1028.09,1013.01,0%
MSFT,11/2/2017,84.05,23980410,83.35,84.46,83.12,1%
TSLA,11/2/2017,299.26,19771280,300.13,308.69,292.63,0%
AAPL,11/3/2017,172.5,59332210,174,174.26,171.12,-1%
AMZN,11/3/2017,1111.6,3739141,1091.15,1112.68,1088.52,2%
GOOGL,11/3/2017,1049.99,1385129,1042.75,1050.66,1037.65,1%
GOOG,11/3/2017,1032.48,1075134,1022.11,1032.65,1020.31,1%
MSFT,11/3/2017,84.14,17629140,84.08,84.54,83.4,0%
TSLA,11/3/2017,306.09,8885933,299.5,306.25,295.13,2%
AAPL,11/4/2017,172.5,59332210,174,174.26,171.12,-1%
AMZN,11/4/2017,1111.6,3739141,1091.15,1112.68,1088.52,2%
GOOGL,11/4/2017,1049.99,1385129,1042.75,1050.66,1037.65,1%
GOOG,11/4/2017,1032.48,1075134,1022.11,1032.65,1020.31,1%
MSFT,11/4/2017,84.14,17629140,84.08,84.54,83.4,0%
TSLA,11/4/2017,306.09,8885933,299.5,306.25,295.13,2%
AAPL,11/5/2017,172.5,59332210,174,174.26,171.12,-1%
AMZN,11/5/2017,1111.6,3739141,1091.15,1112.68,1088.52,2%
GOOGL,11/5/2017,1049.99,1385129,1042.75,1050.66,1037.65,1%
GOOG,11/5/2017,1032.48,1075134,1022.11,1032.65,1020.31,1%
MSFT,11/5/2017,84.14,17629140,84.08,84.54,83.4,0%
TSLA,11/5/2017,306.09,8885933,299.5,306.25,295.13,2%
AAPL,11/6/2017,174.25,34770480,172.365,174.99,171.72,1%
AMZN,11/6/2017,1120.66,3331032,1109.15,1125.41,1108.77,1%
GOOGL,11/6/2017,1042.68,913890,1049.1,1052.59,1042,-1%
GOOG,11/6/2017,1025.9,1124757,1028.99,1034.87,1025,0%
MSFT,11/6/2017,84.47,19852030,84.2,84.7,84.0825,0%
TSLA,11/6/2017,302.78,6480689,307,307.5,299.01,-1%
AAPL,11/7/2017,174.81,24332120,173.91,175.25,173.6,1%
AMZN,11/7/2017,1123.17,2684125,1124.74,1130.6,1117.5,0%
GOOGL,11/7/2017,1052.39,1303523,1049.65,1053.41,1043,0%
GOOG,11/7/2017,1033.33,1112123,1027.27,1033.97,1025.13,1%
MSFT,11/7/2017,84.27,17927430,84.77,84.9,83.93,-1%
TSLA,11/7/2017,306.05,5284844,301.02,306.5,300.03,2%
AAPL,11/8/2017,176.24,24358920,174.66,176.24,174.33,1%
AMZN,11/8/2017,1132.88,2575956,1122.82,1135.54,1119.11,1%
GOOGL,11/8/2017,1058.29,1214458,1050.05,1062.691,1047.05,1%
GOOG,11/8/2017,1039.85,1088395,1030.52,1043.522,1028.45,1%
MSFT,11/8/2017,84.56,18027540,84.14,84.61,83.83,0%
TSLA,11/8/2017,304.39,4725355,305.5,306.89,301.3001,0%
AAPL,11/9/2017,175.88,29422610,175.11,176.095,173.14,0%
AMZN,11/9/2017,1129.13,3729458,1125.96,1129.6209,1115.77,0%
GOOGL,11/9/2017,1047.72,1793882,1048,1050.88,1035.85,0%
GOOG,11/9/2017,1031.26,1244701,1033.99,1033.99,1019.6656,0%
MSFT,11/9/2017,84.09,21174120,84.11,84.27,82.9,0%
TSLA,11/9/2017,302.99,5440173,302.5,304.46,296.3,0%
AAPL,11/10/2017,174.67,25129510,175.11,175.38,174.27,0%
AMZN,11/10/2017,1125.35,2178670,1126.1,1131.75,1124.06,0%
GOOGL,11/10/2017,1044.15,970438,1043.87,1046.63,1041.22,0%
GOOG,11/10/2017,1028.07,720674,1026.46,1030.76,1025.28,0%
MSFT,11/10/2017,83.87,19395240,83.79,84.095,83.23,0%
TSLA,11/10/2017,302.99,4621080,302.5,308.36,301.85,0%
AAPL,11/11/2017,174.67,25129510,175.11,175.38,174.27,0%
AMZN,11/11/2017,1125.35,2178670,1126.1,1131.75,1124.06,0%
GOOGL,11/11/2017,1044.15,970438,1043.87,1046.63,1041.22,0%
GOOG,11/11/2017,1028.07,720674,1026.46,1030.76,1025.28,0%
MSFT,11/11/2017,83.87,19395240,83.79,84.095,83.23,0%
TSLA,11/11/2017,302.99,4621080,302.5,308.36,301.85,0%
AAPL,11/12/2017,174.67,25129510,175.11,175.38,174.27,0%
AMZN,11/12/2017,1125.35,2178670,1126.1,1131.75,1124.06,0%
GOOGL,11/12/2017,1044.15,970438,1043.87,1046.63,1041.22,0%
GOOG,11/12/2017,1028.07,720674,1026.46,1030.76,1025.28,0%
MSFT,11/12/2017,83.87,19395240,83.79,84.095,83.23,0%
TSLA,11/12/2017,302.99,4621080,302.5,308.36,301.85,0%
AAPL,11/13/2017,173.97,16956290,173.5,174.5,173.4,0%
AMZN,11/13/2017,1129.17,2913376,1123,1139.9,1122.34,1%
GOOGL,11/13/2017,1041.2,940083,1040.8,1048.74,1039.26,0%
GOOG,11/13/2017,1025.75,885565,1023.42,1031.58,1022.57,0%
MSFT,11/13/2017,83.93,14185670,83.66,83.94,83.46,0%
TSLA,11/13/2017,315.4,7565242,300.13,316.8,299.11,5%
AAPL,11/14/2017,171.34,24683350,173.04,173.48,171.18,-1%
AMZN,11/14/2017,1136.84,3136307,1130.11,1138,1123.89,1%
GOOGL,11/14/2017,1041.64,1049579,1037.72,1042.3,1029.33,0%
GOOG,11/14/2017,1026,958708,1022.59,1026.81,1014.15,0%
MSFT,11/14/2017,84.05,18759800,83.5,84.1,82.98,1%
TSLA,11/14/2017,308.7,5661904,315,316.35,306.9,-2%
AAPL,11/15/2017,169.08,28998220,169.97,170.3197,168.38,-1%
AMZN,11/15/2017,1126.69,3917182,1127.01,1131.75,1121.63,0%
GOOGL,11/15/2017,1036.41,903823,1035,1039.63,1030.76,0%
GOOG,11/15/2017,1020.91,847932,1019.21,1024.09,1015.42,0%
MSFT,11/15/2017,82.98,19337370,83.47,83.69,82.69,-1%
TSLA,11/15/2017,311.3,5951835,306.01,312.49,301.5,2%
AAPL,11/16/2017,171.1,23598650,171.18,171.87,170.3,0%
AMZN,11/16/2017,1137.29,2210454,1130.16,1138.16,1130.05,1%
GOOGL,11/16/2017,1048.47,1137569,1038.75,1051.76,1038,1%
GOOG,11/16/2017,1032.5,1129424,1022.52,1035.92,1022.52,1%
MSFT,11/16/2017,83.2,20957350,83.1,83.42,82.94,0%
TSLA,11/16/2017,312.5,5794409,313.99,318.14,311.3,0%
AAPL,11/17/2017,170.15,21884010,171.04,171.39,169.64,-1%
AMZN,11/17/2017,1129.88,2360174,1138.28,1138.8,1125.8101,-1%
GOOGL,11/17/2017,1035.89,1334171,1049.8,1051,1033.73,-1%
GOOG,11/17/2017,1019.09,1366936,1034.01,1034.42,1017.75,-1%
MSFT,11/17/2017,82.4,22075340,83.12,83.12,82.24,-1%
TSLA,11/17/2017,315.05,13720830,325.67,326.67,313.15,-3%
AAPL,11/18/2017,170.15,21884010,171.04,171.39,169.64,-1%
AMZN,11/18/2017,1129.88,2360174,1138.28,1138.8,1125.8101,-1%
GOOGL,11/18/2017,1035.89,1334171,1049.8,1051,1033.73,-1%
GOOG,11/18/2017,1019.09,1366936,1034.01,1034.42,1017.75,-1%
MSFT,11/18/2017,82.4,22075340,83.12,83.12,82.24,-1%
TSLA,11/18/2017,315.05,13720830,325.67,326.67,313.15,-3%
AAPL,11/19/2017,170.15,21884010,171.04,171.39,169.64,-1%
AMZN,11/19/2017,1129.88,2360174,1138.28,1138.8,1125.8101,-1%
GOOGL,11/19/2017,1035.89,1334171,1049.8,1051,1033.73,-1%
GOOG,11/19/2017,1019.09,1366936,1034.01,1034.42,1017.75,-1%
MSFT,11/19/2017,82.4,22075340,83.12,83.12,82.24,-1%
TSLA,11/19/2017,315.05,13720830,325.67,326.67,313.15,-3%
AAPL,11/20/2017,169.98,16041550,170.29,170.56,169.56,0%
AMZN,11/20/2017,1126.31,2146183,1129.77,1133.42,1122.55,0%
GOOGL,11/20/2017,1034.66,857692,1036,1038.695,1032.675,0%
GOOG,11/20/2017,1018.38,898389,1020.26,1022.61,1017.5,0%
MSFT,11/20/2017,82.53,16128540,82.4,82.59,82.25,0%
TSLA,11/20/2017,308.74,8241821,313.79,315.5,304.75,-2%
AAPL,11/21/2017,173.14,25047130,170.78,173.7,170.78,1%
AMZN,11/21/2017,1139.49,2461416,1132.86,1140,1128.2,1%
GOOGL,11/21/2017,1050.3,1080867,1040.04,1050.39,1039.14,1%
GOOG,11/21/2017,1034.49,1096161,1023.31,1035.11,1022.655,1%
MSFT,11/21/2017,83.72,21195610,82.74,83.84,82.74,1%
TSLA,11/21/2017,317.81,7256381,310.86,318.23,308.71,2%
AAPL,11/22/2017,174.96,25558680,173.36,175,173.05,1%
AMZN,11/22/2017,1156.16,3549453,1141,1160.27,1141,1%
GOOGL,11/22/2017,1051.92,726428,1051.16,1055.43,1047.25,0%
GOOG,11/22/2017,1035.96,746351,1035,1039.706,1031.43,0%
MSFT,11/22/2017,83.11,20550600,83.83,83.9,83.04,-1%
TSLA,11/22/2017,312.6,4913283,316.77,317.42,311.84,-1%
AAPL,11/23/2017,174.96,25558680,173.36,175,173.05,1%
AMZN,11/23/2017,1156.16,3549453,1141,1160.27,1141,1%
GOOGL,11/23/2017,1051.92,726428,1051.16,1055.43,1047.25,0%
GOOG,11/23/2017,1035.96,746351,1035,1039.706,1031.43,0%
MSFT,11/23/2017,83.11,20550600,83.83,83.9,83.04,-1%
TSLA,11/23/2017,312.6,4913283,316.77,317.42,311.84,-1%
AAPL,11/24/2017,174.97,14026670,175.1,175.5,174.6459,0%
AMZN,11/24/2017,1186,3528011,1160.7,1186.84,1160.7,2%
GOOGL,11/24/2017,1056.52,825369,1054.39,1060.07,1051.92,0%
GOOG,11/24/2017,1040.61,536996,1035.87,1043.178,1035,0%
MSFT,11/24/2017,83.26,7425603,83.01,83.43,82.78,0%
TSLA,11/24/2017,315.55,3244065,313.79,316.41,311,1%
AAPL,11/25/2017,174.97,14026670,175.1,175.5,174.6459,0%
AMZN,11/25/2017,1186,3528011,1160.7,1186.84,1160.7,2%
GOOGL,11/25/2017,1056.52,825369,1054.39,1060.07,1051.92,0%
GOOG,11/25/2017,1040.61,536996,1035.87,1043.178,1035,0%
MSFT,11/25/2017,83.26,7425603,83.01,83.43,82.78,0%
TSLA,11/25/2017,315.55,3244065,313.79,316.41,311,1%
AAPL,11/26/2017,174.97,14026670,175.1,175.5,174.6459,0%
AMZN,11/26/2017,1186,3528011,1160.7,1186.84,1160.7,2%
GOOGL,11/26/2017,1056.52,825369,1054.39,1060.07,1051.92,0%
GOOG,11/26/2017,1040.61,536996,1035.87,1043.178,1035,0%
MSFT,11/26/2017,83.26,7425603,83.01,83.43,82.78,0%
TSLA,11/26/2017,315.55,3244065,313.79,316.41,311,1%
AAPL,11/27/2017,174.09,20591090,175.05,175.08,173.34,-1%
AMZN,11/27/2017,1195.83,6718385,1202.66,1213.41,1191.15,-1%
GOOGL,11/27/2017,1072.01,1771183,1058.57,1073.035,1054.7713,1%
GOOG,11/27/2017,1054.21,1307471,1040,1055.46,1038.44,1%
MSFT,11/27/2017,83.87,17721740,83.31,83.98,83.3,1%
TSLA,11/27/2017,316.81,4537779,313.25,317.34,309.51,1%
AAPL,11/28/2017,173.07,26387240,174.3,174.87,171.86,-1%
AMZN,11/28/2017,1193.6,4548064,1204.88,1205.34,1188.521,-1%
GOOGL,11/28/2017,1063.29,1819336,1073.99,1080,1054.54,-1%
GOOG,11/28/2017,1047.41,1421027,1055.09,1062.375,1040,-1%
MSFT,11/28/2017,84.88,21897340,84.07,85.06,84.02,1%
TSLA,11/28/2017,317.55,4941703,316.36,320,313.92,0%
AAPL,11/29/2017,169.48,41459120,172.63,172.92,167.16,-2%
AMZN,11/29/2017,1161.27,9242181,1194.8,1194.8,1145.19,-3%
GOOGL,11/29/2017,1037.38,2789533,1056.18,1058.77,1029.6533,-2%
GOOG,11/29/2017,1021.66,2442974,1042.68,1044.08,1015.65,-2%
MSFT,11/29/2017,83.34,27358660,84.71,84.9172,83.175,-2%
